date,bitkub_unscaled,bitkub_monthly,isPartial,scale,bitkub
2022-08-21,0,88.0,False,0.88,0.0
2022-08-22,0,88.0,,0.88,0.0
2022-08-23,0,88.0,,0.88,0.0
2022-08-24,0,88.0,,0.88,0.0
2022-08-25,38,88.0,,0.88,33.44
2022-08-26,0,88.0,,0.88,0.0
2022-08-27,0,88.0,,0.88,0.0
2022-08-28,0,27.0,False,0.27,0.0
2022-08-29,0,27.0,,0.27,0.0
2022-08-30,0,27.0,,0.27,0.0
2022-08-31,0,27.0,,0.27,0.0
2022-09-01,0,27.0,,0.27,0.0
2022-09-02,0,27.0,,0.27,0.0
2022-09-03,0,27.0,,0.27,0.0
2022-09-04,100,0.0,True,0.0,0.0
